word,polarity
dayyy,34.59838270185808
colleagues,34.48021949809533
allergies,-34.40715641927804
back,-34.395888063494894
fiance,34.3563347078829
severely,-34.28723051463296
peeps,34.283841994510105
mean,-34.21657906127838
head,-34.21556707212038
re,34.12580795555152
stupid,-34.04596674846469
frickin,33.880416792953696
gifts,33.82944075001651
redhead,33.79612905711861
naturally,33.768462981462726
without,-33.72308774983462
like,-33.5109360195643
cramp,-33.50839885246906
freakin,33.48718355008144
thinking,-33.42217568995742
pictures,33.3071795580437
finger,-33.209154183636144
lyrically,32.99024516420786
t,-32.98100696356193
simply,32.978851800365156
yr,32.95247400510411
pic,32.94295185929327
sore,-32.93213317176917
internet,-32.814630128179445
twas,32.77049457511084
isn,-32.72269418784947
performances,32.65725986425816
animals,32.626766851894274
ladies,32.52486940958593
designs,32.476092234789434
me,-32.46830878140986
situations,-32.45847056023305
obv,32.43560148684442
youre,32.31087180183782
probably,-32.290820290975795
gals,32.283744869447794
:smiling_face:,32.251729926634475
same,-32.244514206193294
him,-32.198651021413426
may,-32.15588126472743
avatar,32.15126121714055
literally,-32.13037644091066
yalls,32.09217586266365
nightmare,-32.07113117634402
you,31.994628310984243
bands,31.931831359192575
directioner,31.892168543732947
feeling,-31.86796242597827
lookin,31.773705099725905
shoulder,-31.753820849660798
guy,31.740152054084525
hump,31.667673267155774
yur,31.639889564949215
mashallah,31.530536507444197
tweeters,31.505746287854837
daay,31.47636881601646
nonetheless,31.45595189431879
btw,31.455352550776755
niece,31.454169959524933
gifs,31.431240114523682
cupcakes,31.390886354091958
been,-31.390055040198927
home,-31.349057471718815
offically,-31.328378219334194
maybe,-31.279061477175347
smelling,31.205235505579747
perfectly,31.125789090563078
into,-31.08823976275226
pict,30.99216548865167
gone,-30.96526427659038
actors,30.94961897084344
quote,30.94220125018286
basically,-30.932858100555862
personalities,30.782091607116406
curves,30.754573006513343
blogs,30.727385101140367
gon,-30.692583972350132
sigh,-30.671118065493964
foot,-30.566589461014264
smile,30.553572555401452
wan,-30.55170055078128
goodmorning,30.543204422492593
sounded,30.413820672743476
song,30.350759726845347
becky,30.32917502443973
tits,30.32908927175417
looked,30.327085574035195
don,-30.305413015842905
faces,30.268188125232356
yet,-30.204949762420334
realy,30.162481345660716
performance,30.090099719149098
sunset,30.084939878413994
tell,-30.060895942721874
sounding,30.032741529983987
ffs,-30.018526909920674
talented,29.925984890253773
ones,29.838661839095472
teething,-29.78704358675793
quotes,29.732609692217732
till,-29.707957238212096
:winking_face:,29.68677064093944
hes,29.68104327438896
supper,29.666100029417212
wwe,29.635887929174125
conversations,29.615064993822422
footballer,29.5850223092462
freaking,29.543059297385373
than,-29.506046461100176
v,-29.461786018287118
leg,-29.443803527881226
article,29.428004061404355
fairly,29.36684918026713
put,-29.34738950523682
homework,-29.314904177912297
go,-29.31161365231129
birthday,29.306020077413987
texter,-29.30393455619402
abd,29.279260556676437
food,29.267428313478888
youur,29.26514106365009
invention,29.24469137148751
news,-29.22358214685256
reasonably,29.197857514512854
regardless,29.136480588115678
could,-29.10966534413148
friendss,29.081221436203393
graffiti,29.04839863771872
phonecall,29.041031048453625
addition,29.032915361831733
yuu,28.999331551938667
year,-28.983262949973238
myself,-28.894772405329206
look,28.884911891902444
ideas,28.871431475582042
jlster,28.74781484416141
looking,28.728236823931333
smurf,28.710553542294175
college,-28.70707841644952
traffic,-28.69975601469877
aussie,28.64087933874888
fucking,-28.62722124181563
somethings,-28.611642833917145
show,28.58833194390651
warm,28.58177143843972
enchancers,28.524027992623964
where,-28.521945010241875
tragedy,-28.518575464802225
everythings,28.512566997883756
on,-28.50816163073407
delta,28.50786262491023
family,28.502366066928218
weathers,-28.480720969195012
yourself,28.465545172097134
idk,-28.459717644414628
dp,28.446773897761087
coming,-28.333394995232307
bromance,28.325120815082936
twitcons,28.26889978533523
fanbase,28.258672573376643
dbe,28.219138751405016
shade,28.159055003315757
feelings,-28.103504258519617
friday,28.08612094566574
hugs,28.068862172569375
oddly,28.0405594750497
unbelievably,28.037710729530584
offspring,27.993286591088474
pack,-27.98190068778777
hecka,27.972805518415175
over,-27.972638921401842
legitimately,-27.95421510563549
gesture,27.948968589803737
tasks,-27.8956437542088
homosexuals,27.89551937736363
wass,27.873721978285946
flowers,27.86446365060349
$,-27.839370227878504
made,-27.83653946542786
h,-27.78493897569565
stoners,27.75694850964178
performer,27.66989784772135
tired,-27.659997643973096
moood,27.60652550821277
seein,27.489690081399388
wtfff,-27.480955763524616
uber,27.473014396205762
hurt,-27.472647169249722
seeing,27.45153788299393
heartbroken,-27.412004897864012
thankyou,27.380917343337195
ll,-27.34063727030255
rendition,27.322291697485092
polly,27.29742475775676
looks,27.247776630535807
mildly,-27.24231752771821
verry,27.19739485139009
voice,27.169106903099014
anime,27.146352943437808
surprises,27.125208128883834
terribly,-27.124970860064746
waiting,-27.110117375545993
filming,27.06052592880726
but,-27.047379073548683
bonding,26.941752728637663
zayns,26.92014035798054
morning,26.891228423638953
jewellery,26.883759951849342
toe,-26.864867963955223
twins,26.84197753501322
imm,26.840544824636073
sounds,26.835324863227612
booties,26.833161498796525
springs,26.79633226946968
o,-26.775234424120498
outfits,26.766745740073492
recipes,26.739768190296097
via,-26.67553770111165
will,-26.62813223279968
decisions,-26.613917131943523
cuz,-26.60511371244649
lad,26.43390556476852
brisbane,26.406276978361888
who,-26.386854621155393
surfing,26.38164735598548
dab,26.378031275820838
storyteller,26.34602684312614
spending,26.321383688644566
waaa,-26.308623773232696
blessings,26.283898035295888
avi,26.269100171525267
afternoon,26.266972738241034
phone,-26.26382554493444
knowing,-26.252152941698963
cheerleaders,26.236525082187065
wood,-26.205609520987732
loook,26.203331558403068
character,26.192227049165794
cartoon,26.18311055905118
thee,26.171404741485798
texters,-26.155604419780033
characters,26.129208991314236
xoxo,26.117628745057747
bed,-26.11757437503986
rip,-26.107212712426065
soso,26.09147670523576
lonely,-26.079012181423327
athletes,26.030479852400937
shape,25.982663608910492
kn,25.976660938368035
english,-25.973291441900344
backache,-25.96494060975684
rushers,25.963952155107314
miley,25.962171106694672
ure,25.95815971874182
even,-25.925344705674007
whooop,25.919751197981192
2be,25.91551707104206
exam,-25.909724153474997
friggin,25.841606364285845
songs,25.8190069043859
fuck,-25.795827549091356
daughter,25.795529125031972
feature,25.788358736150194
paper,-25.776646904303405
waves,25.766626507040325
listener,25.754621310794654
jewelry,25.74933899655983
ughhh,-25.72391122412472
muthafuckin,25.71566593343179
decor,25.703081242375994
waaah,-25.653223244623295
bvb,25.64965196392184
connecting,25.639516910486225
superrr,25.634370642172552
sundress,25.5271602351117
fella,25.522409239285167
crowd,25.515984658124555
stinkin,25.494461100448657
weeks,-25.458792302374878
belly,-25.442329843259238
wkend,25.40877098542183
breasts,25.403664018415885
messy,25.364292464033884
waiter,25.34756941457844
woow,25.342592065399987
strangely,25.33632681905978
subjects,-25.329488791397935
one,25.319520574992545
whispers,25.311709054691438
sibling,25.302254609883235
painful,-25.299036093979467
being,-25.273817198128974
goalie,25.241079741109402
awkwardly,25.23988244126828
dimples,25.228894243598386
aunt,25.22246996948265
reso,25.1558023628067
roommate,25.154421671211864
arianator,25.14445799250646
italy,25.13950243707079
blasting,25.114890719413868
memory,-25.097446116765006
interviewer,25.031188953247547
bruise,-25.0176171380348
workout,25.016883700642556
new,25.00497716591995
knee,-25.004016009114224
nicknames,24.989925104489764
content,24.98360252224635
ready,-24.95341033822796
breeze,24.940165050008254
musics,24.91636058458065
jog,24.906013189354965
road,-24.893105044598887
sunshine,24.881854170591115
totaly,24.842923200536934
injury,-24.84162077614492
relaxing,24.822637876498213
cutee,24.791110165588258
monchel,24.77397338815599
teacup,24.768268268966086
prize,24.7399003461779
valentines,24.72500985109136
lyric,24.716432526671486
couple,24.698450345468288
wonderfully,24.675060998083534
rapper,24.66692515858351
choral,24.658214783548782
fuking,-24.652886430942594
eat,-24.6520356528343
nightmares,-24.65196330858748
sis,24.650511198912856
wickedly,24.650250516110965
wen,-24.62904946534244
lmao,-24.6165206007513
wednesday,24.605020401202427
funky,24.54202110619479
writer,24.539589590351685
perfomance,24.538363177710536
australia,24.47772863182651
sunny,24.430207607334165
heaps,24.41066236767232
major,-24.396915812117907
toned,24.3491451716621
once,-24.344943560523454
offer,24.311276443269215
girl,24.23373428971387
caring,24.20732262751084
utley,24.201630997318027
prints,24.188809602011347
facial,24.142559024885365
thas,24.093107746980767
productive,24.091274404869537
nuff,24.085231169420528
phones,-24.022324648316296
ouch,-24.006893323039854
blackberry,-24.001629414891276
place,23.99187530233568
said,-23.983690651014534
brighton,23.977620039202666
stufff,23.967811213191546
birthdayy,23.96260958643842
genes,23.947038461864185
12,-23.94170985224901
humpday,23.937181107704916
10,-23.935324112383555
floral,23.934149838427857
mily,23.92339579013332
flu,-23.91000505926861
boyfriend,23.886511447726757
song.hmm,23.881694042499657
parody,23.879472681633132
secretly,23.876488979335527
here,-23.87630846351091
carrots,23.875537131752097
tooth,-23.870714179167983
upset,-23.830672611118498
tribute,23.81075282644874
coco,23.770397723747795
chattin,23.75202717148361
accent,23.745812296223015
thoe,23.73705199751498
e,-23.727969666240405
paperback,-23.69490638300733
grammar,-23.680810941744706
vids,23.656479669218353
thought,-23.651506488264992
followers,23.651442155348693
went,-23.640967093544656
wooop,23.63697901338308
artwork,23.612037401111156
anything,-23.609713780923567
2nite,23.60480337776834
handsome,23.598936886527646
tweeps,23.581168136649563
mine,-23.553461436655674
drive,-23.55283655884007
photographs,23.510291211990165
you.you,23.503384833826914
ourselves,23.45388586019934
drawing,23.42102346369132
fairytale,23.417616881097068
price,23.401783945056334
nini,23.35903360020376
cakes,23.289765776052427
tweets,23.288198936766655
belieber,23.27732924166054
flavor,23.27719870803895
having,-23.277003667276567
greatly,23.270011586419333
test,-23.25412962098512
surfer,23.236145780773576
photo,23.22938113519645
wait,-23.22820144971187
achievement,23.217672169407376
musician,23.183938116652932
highschool,-23.182320601119883
elliot,23.129141201750713
birthdaaay,23.11616168692398
disease,-23.116075795974822
retro,23.109088348596618
couples,23.105260198576296
bout,-23.10114337707506
did,-23.094752362798936
mega,-23.09345195600472
youtuber,23.076021476934585
company,23.04525077065003
cancer,-23.043003917005777
immature,-23.028722645259602
chest,-23.019595146340276
it.well,23.005712525646636
hopefully,-22.998227834092972
friendsss,22.977600177445385
smiles,22.951481921277416
colorful,22.944044587101015
cousin,22.942851667562216
dangle,22.935352351683832
til,-22.922976049611066
whole,-22.91580989037939
giggle,22.90653401927156
has,-22.882089538034617
hunn,22.874176215613716
absolutly,22.873126976228424
complete,-22.866130728100828
olly,22.860625373388366
struck,22.855860832132393
these,22.848185497233498
adorably,22.83890826775208
youse,22.821175081630653
help,-22.821047538233355
lolly,22.82082082014713
dudes,22.806904687058275
reggae,22.78498765157423
comedy,22.777224099127217
lotta,22.70970434324895
_,-22.706661674450757
granny,22.7049994339338
sumin,22.696056535048914
x1000,22.674002508629382
actresses,22.654682697237465
stunts,22.654220586335096
poster,-22.622280319537143
gm,22.616652484815177
freja,22.607686550351346
places,22.585631525889767
by,-22.584227209339303
in,-22.58070088657662
inexplicably,22.563020005713526
curls,22.557826848152104
naww,22.54394899829926
hahahaaha,-22.52649081197442
thanx,22.52391006532849
talent,22.519917669737527
work,-22.51958186531194
3,-22.517824033156817
super,22.507021492548258
left,-22.503142432322885
veryy,22.490838688569028
trails,22.469221001018546
hearing,22.446075351909
bein,-22.445310867527816
ttm,-22.440336679722364
humor,22.429652223266483
ivanovic,-22.35960087347127
snowboarding,22.329269227073677
tweep,22.31430922517827
rumours,-22.307731340485283
wrestler,22.27892528561256
completely,-22.272670944659744
blushes,22.25626668391649
dieting,-22.24211123592445
boobies,22.239547366125546
holograms,22.238100004352855
beverages,22.23082871517202
pastime,22.229873833930924
tonsillitis,-22.22848165434528
dresses,22.22547046746079
spelling,-22.212878195124485
coincidence,22.21135268483026
thx,22.210661471240485
fantastically,22.207999590486477
alcatraz,22.206670803491452
...,-22.187424798737535
realllyyy,22.175554058718173
away,-22.172532008927142
wahh,-22.17211326768573
beacuse,-22.17031642749417
uff,22.16520885215009
spring,22.163892399318687
rily,22.148229639237705
sure,-22.13216095956269
event,22.124623733156685
mighty,22.12293315527121
stunningly,22.118163453296166
hangovers,-22.093251407331984
wife,22.08854831770207
relationships,22.021622814253377
hiatus,22.00737094212876
meet,-21.997427348363
mtg,21.98955975300261
few,-21.97294547512842
desserts,21.972206884192964
eddy,21.967623814781657
friendship,21.966176730482598
rnk.her,21.96575040687771
didn,-21.965596720767365
pics,21.95872992770622
roro,21.94888168530968
gettin,-21.92772618926999
mutha,21.91871597464244
stickers,21.915021217658072
period,-21.91135059697816
with,-21.909132681840603
facing,-21.888598103192802
advice,21.886665959936803
heee,21.883835365030706
role,21.88042690657012
comments,21.85339672892821
breakfast,21.845060962144416
sapphire,21.839279203697508
giveaway,21.83417689561613
neck,-21.76187075816336
flavors,21.739478453033612
possibly,-21.72878802689548
bus,-21.72195145607539
poem,21.707341180843546
finally,-21.701124992292556
parin,21.686975419030418
heehee,21.68456208833877
jonas,21.67335050137844
eyess,21.621508599999103
view,21.605315234900853
fukin,-21.585779296797416
stay,21.584373903396017
vintage,21.584214774617745
sunburn,-21.57897299439905
alone,-21.574447065618358
sayings,21.545676874348814
yw,21.544755819736217
cuzzo,21.541155295820854
amazin,21.535772687983695
creature,21.53319351743475
m8,21.53208035792899
wknd,21.530672606207954
meals,21.530491014302672
up,-21.530025416957244
picnik,21.51206619028721
exceptionally,21.507510277658437
girls,21.502194624325533
feedback,21.487481399839037
contemporary,21.48083409258314
pals,21.46052842824947
pets,21.442552408323888
totally,-21.442234020027637
husband,21.440471629582767
smell,21.420075505453607
ahah,21.40675800263808
chicks,21.398216321165737
sniffles,-21.38231188911354
reaaallly,21.379751166121874
yall,21.363921279622275
bladder,-21.358201841176534
vocalist,21.352082439113442
selection,21.34903510825031
artists,21.342527171649042
gigs,21.326037082282664
bud,21.314085143407475
state,-21.296502587515736
incredibly,21.294438433326658
sappy,21.29034479273704
selenator,21.28316880105975
trainers,21.28002033343719
coaches,21.231690965441697
single,-21.23053124543273
potential,21.223482487594808
melodies,21.21939662958167
shieet,21.169682396788335
which,-21.16788540541042
opportunity,21.155562610142358
nora,21.13823971980206
obvs,21.124630652445514
illusion,21.119718219092682
purchases,21.115313832698572
blah,-21.11282461966538
bracelets,21.100619432154176
guys,21.094094376611608
thinqs,21.09269528726066
relaxed,21.08709310552957
fragile,21.08620535932419
yous,21.059283439128176
hh,-21.057918254246008
breezy,21.05769501840449
truth,-21.04613981849447
bb,-21.04611656839934
beautifull,21.02463337375523
tasting,21.01877480659305
thay,21.013138209811586
flying,21.008035661851554
hais,-21.00767501022913
sonic,21.00765047007544
spendin,20.98612350607244
birthday.stay,20.982620319427
background,20.982288561659303
nights,-20.972009184829776
pix,20.968596379598363
side,-20.966348098243603
joeys,20.964946078127088
reall,20.961694333861907
lot,-20.944237910158733
onee,20.937476052129767
porn,20.93617769833678
ain,-20.920456902655825
diet,-20.920410791046578
acoustic,20.920212580793333
llah,20.908787838685747
nursery,20.904660286745788
nia,20.903490441069316
lads,20.90199398708537
refreshingly,20.88546850010394
aha,-20.883336860261583
come,-20.87725537945457
fuckingg,20.87363478647257
mates,20.870443134507404
swan,20.870364803214486
fabric,20.86175098305818
youve,20.86134165797113
horsey,-20.85443259970546
surfers,20.854096698990528
sorry,-20.85136504798508
hiya,20.845321999722866
hehehe,20.834507575896545
arm,-20.831319487830424
person,20.815540824945746
sunsets,20.802390952398078
todayyy,20.798566586729955
take,-20.76171949894202
insignificant,-20.755679034649056
anxiety,-20.753526583077736
guitarist,20.74971692251135
times,-20.738175068521148
nanight,20.72340290052755
photographer,20.71924043505264
bunch,20.717993704343787
blissfully,20.699445307893342
half,-20.69198168138991
photos,20.674364571400762
hospital,-20.66962197528603
gaz,20.669167934808303
hahhaha,20.658490996152707
laughs,20.653230332251034
evey,20.645469588508504
goddess,20.643060718363987
cheerleader,20.63618988216191
prettyyy,20.631239793008813
itchy,-20.6258913484161
cookbook,20.619314847477643
gardens,20.597962387940406
boyband,20.597155406064648
songgg,20.583931358800438
saying,-20.577249312695372
people,20.569360060681117
ankles,-20.569224122500167
faceee,20.549770010845073
bracelet,20.536510746347773
gnight,20.529843605128438
played,-20.521353487745458
fall,-20.520089540575782
hysterically,20.493940989474268
turning,-20.485023593230395
shaped,20.481156249846837
compliments,20.479566305149593
math,-20.467490822358805
birfday,20.44885070846382
ill,-20.43954903610507
ssooo,20.416681127958892
part,-20.399602150659597
themm,20.39509801056516
auntie,20.38890736782342
weekend,20.37776132607787
muah,20.37062425374942
thy,20.369203250665542
unusually,20.351004117968575
wifey,20.329463095681017
volunteer,20.311770738935675
happens,-20.29431362910655
flower,20.28346370802004
gf,20.27614829225621
bitchy,-20.26718376623768
posting,-20.258218912391023
anw,20.245941537157158
shannon,20.233223818078095
dork,20.226794586370474
melons,20.209799766016662
romantic,20.207002190376468
cuddling,20.20652077828646
thnx,20.204440335634374
flipping,20.198789964552727
remotely,20.19171577715234
set,-20.19044102560068
haven,-20.18983500656991
tulips,20.171007052283436
lessons,-20.16117201339715
illiterate,-20.15940073041894
seeming,-20.15470568365404
jenna,20.14286776280916
waitress,20.129813136748158
saw,-20.11665415412363
22nd,20.11523767657662
lovestory,20.11148732911228
stories,20.106141650719767
kendra,20.098520624877484
cos,-20.072685928449662
ridiculously,20.066828398362713
was.so,20.063869235237842
pigeons,-20.061482388939
convos,20.050009061521934
glowing,20.04335188558339
undertones,20.036485143804462
okaaay,20.029666378989234
ginger,20.021801767615596
pal,20.015565995498633
hit,-20.010346631276022
restaurant,20.00125439125678
doesn,-20.001050335057897
hanging,19.99091192332401
bartender,19.98340629328443
tattoos,19.981702951164635
blisters,-19.97799199609536
fingers,-19.97756801136598
emotional,-19.961859318201235
cd,-19.960752673370635
brotha,19.954732054189346
accidental,-19.934797108683924
hilarious,19.929667219607087
arguing,-19.929355038872014
train,-19.928240249966706
accents,19.912746450708646
lovley,19.869057374525855
pint,19.862856700585528
give,-19.861230432862886
wind,-19.857981111502983
acctually,-19.84692889164793
en,-19.840277513279162
volunteers,19.81793533355916
night,19.809808392462084
iphone,-19.80922601497807
nephew,19.808435292911216
writers,19.80081215411242
life,-19.797095027149748
bitch,-19.79279531822925
dione,19.787193418095942
no,-19.78215472453826
trip,19.772612240969192
timing,-19.771030619288794
girlie,19.77083411195781
stoner,19.768155968660423
freakn,19.73145887528086
posters,19.72384492878617
during,-19.721116832925507
wishes,19.720370246687263
would,-19.720292467010054
exams,-19.719517802416227
lotsa,19.71211821764759
british,19.70935372654348
doesnt,-19.707718541149553
team,19.705939776448783
sudden,-19.69557455860341
blessed,19.689845732207576
lunchtime,19.682330283577848
daaay,19.680737097834555
frienddd,19.677469253084926
ever,-19.668580704824095
just,-19.64936545060994
realisation,-19.64539027005756
smiling,19.637464500365997
cities,19.63517662861875
homesick,-19.630609578845835
documentaries,19.624349200825257
lips,19.624241333868802
streak,-19.6224019273131
then,-19.61768901070464
readers,19.61723819188792
centerpiece,19.605883984446532
bod,19.604395659811956
plight,-19.595515388593114
toothache,-19.585619474189663
blood,-19.58060301919074
goodbyes,-19.58008480642849
leave,-19.578859284112944
steff,-19.575705729173436
wahhh,-19.575668300646257
fucken,-19.571233317683276
resource,19.57076957152276
celebration,19.569452339039316
noches,19.567195312683648
dreams,-19.54861956290029
nap,19.537006484437406
ball,-19.53323362661864
fearlessly,19.52900637036916
both,19.494290737110866
absolutley,19.48455483963682
respectful,19.4790219220026
consistently,19.478766117277168
embrace,19.46303754650455
sons,19.457708064643956
staff,19.441213447619475
bithday,19.429237100193887
local,19.418541307530557
axx,19.418484112916087
chap,19.41630589751827
peacock,19.413769784306083
forreal,19.406610857096204
miranda,19.40603024920942
cuppa,19.40099533703149
reallly,19.380407579316444
smells,19.37601787558449
candy,19.37495192566576
pinoy,19.373759055948337
tati,19.364319191906503
meetup,19.36383065421587
comes,-19.35797517327303
paintings,19.342265754678593
website,19.32503648152079
blond,19.311376845468548
watering,19.288333124478164
thiiis,-19.284659475456277
hear,-19.281579687915002
scottish,19.27866896482522
signals,-19.275766779695655
twitcon,19.270098833129104
effing,19.257858849276133
crew,19.253565905631966
hunk,19.2528274098871
hispanics,19.247424185204004
17th,19.24034622252879
bulge,19.232625926929916
stripe,19.219511988244328
audio,-19.217657699528836
dessert,19.213915517152866
icon,19.209120453578056
feline,19.202926907004063
flippin,19.192263610043128
ofcourse,19.17188835430212
enuf,19.15547584709556
composition,19.154779540812218
money,-19.154515667689417
box,-19.150849273159068
bday,19.13717512162644
morally,-19.136734896139956
ophelia,-19.134915317894034
bbz,19.1251192383687
hahahahhaha,19.11362691320981
cca,-19.109975394031697
sleep,-19.063399483058
monday,-19.06088377724471
birthdayyy,19.04492313228691
helllooo,19.026066715562
harmless,19.006985954924282
bloke,19.000393526650814
gown,18.998113487553606
friendd,18.996125712351606
anymore,-18.995826126876366
ipod,-18.980624458722613
due,-18.969295557058736
abdominal,-18.94488488781706
saxo,-18.9321674597824
composer,18.92967266302457
habits,-18.928746712393224
arww,18.92783623343777
hellla,18.9260211416497
abs,18.915068649991394
grandparents,18.912870212824227
cxx,18.907431480946023
throught,-18.9060991336169
location,18.904795833135264
todays,18.899265170166572
folks,18.898109220698295
spirit,18.88316395395473
mamas,18.880726693268848
high,-18.876283964067085
skye,18.8754105322685
girll,18.870623431325573
ers,-18.87058600895824
decorative,18.870126637602347
procrastinator,-18.862119099628934
bwahahaha,18.859692975774692
kay,18.858333361208082
radiant,18.856275876232814
songg,18.855360756059607
sadly,-18.853340664267918
seddie,18.8531717831132
blooms,18.851231161895228
de,-18.846980976306856
carefree,18.843727843317712
its,-18.842553892731424
lux,18.83826960055561
elmo,18.83250775629144
affordable,18.829140785973127
cleavage,18.824481872651162
singing,18.82087034197881
spiffy,18.82066331680187
colin,18.808601441722775
suicidal,-18.799454746413126
somthin,18.787247997906956
contestant,18.786575281282847
gratitude,18.76007644057632
potheads,18.757332153846924
become,-18.7383335439728
nyt,18.703366516327435
until,-18.69894734812135
yore,18.697732019726978
that,-18.693384014800404
siblings,18.692758546484196
prizes,18.68912910495622
blouse,18.68638830384235
insomnia,-18.68122612113084
suprise,18.676051396047463
leaving,-18.660103028839842
wallpaper,18.652031695484318
gurls,18.64332177498591
tips,18.637794547534295
creation,18.636491336285484
mines,-18.63268213162746
week,-18.62865108796105
gal,18.62738087351772
producing,18.6094319115221
ma,-18.607352850772553
dancer,18.585822890535464
recently,-18.58373680018824
wana,-18.559166004783073
projects,18.551225768788907
kidz,18.54077825598975
riding,18.537557544436652
loosing,-18.533024312509625
outdoors,18.52886840334176
donation,18.524437547740717
